wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk,"[0.79281968, 0.71533227, 0.80709982, 0.76604319, 1.0242287, 0.29410237, 0.78552037, 0.79704291, 0.73054171, 0.84779215, 0.72810739, 0.73289222, 0.89423293, 0.74571276, 0.33324626, 0.70225006]"
wgEncodeAwgTfbsHaibGm12878Cebpbsc150V0422111UniPk,"[0.75777078, 0.63608664, 1.0054827, 0.69821841, 0.86725146, 0.83084643, 0.85595679, 0.67498589, 0.72357756, 0.93473428, 0.71238917, 0.75005037, 0.72451502, 0.51801735, 0.78546876, 0.88733804]"
wgEncodeAwgTfbsHaibGm12878Ebf1sc137065Pcr1xUniPk,"[0.26876625, 0.85068673, 0.83404863, 1.0437146, 0.90081429, 0.70753801, 0.97174096, 0.6880976, 0.98484975, 0.88724118, 1.0035918, 0.99492705, 0.82361472, 1.0226094, 1.0110736, 0.86492592]"
wgEncodeAwgTfbsHaibGm12878Egr1Pcr2xUniPk,"[1.1658939, 0.85771835, 0.49977028, 0.68469918, 0.89299673, 0.86525595, 0.7446152, 1.0250647, 0.54944766, 1.0693892, 0.73296636, 0.95035845, 0.92795736, 1.0409969, 0.83429265, 0.57237643]"
wgEncodeAwgTfbsHaibGm12878Elf1sc631V0416101UniPk,"[1.0683926, 0.81112665, 0.94478297, 0.9167093, 0.93018758, 0.28180027, 0.91376579, 0.3617259, 0.35367504, 0.78267974, 0.95093817, 0.84368616, 0.96503329, 0.57817972, 0.95009726, 1.1150988]"
wgEncodeAwgTfbsHaibGm12878Ets1Pcr1xUniPk,"[0.77678525, 0.79075593, 0.8710956, 0.71873009, 0.82568437, 0.6679039, 0.53645235, 0.9409591, 0.76719302, 0.92956352, 0.92155719, 0.47024095, 0.80406195, 0.81039584, 0.77046579, 0.86406004]"
wgEncodeAwgTfbsHaibGm12878Mef2aPcr1xUniPk,"[0.64416617, 0.70742011, 0.791857, 0.79821527, 0.92368424, 0.64028901, 0.84228569, 0.96414977, 0.47794041, 0.77437258, 0.36783659, 0.76386487, 0.73608625, 0.76623976, 0.90665185, 0.95223081]"
wgEncodeAwgTfbsHaibGm12878Mef2csc13268V0416101UniPk,"[0.5847519, 1.0339484, 0.84301019, 0.7838589, 0.97338843, 1.1052438, 0.85759264, 0.94537783, 0.97520757, 0.79825151, 0.3850438, 0.99312174, 0.87054336, 0.95707726, 0.55652368, 0.70403671]"
wgEncodeAwgTfbsHaibGm12878Nfatc1sc17834V0422111UniPk,"[0.75825256, 0.7411477, 0.3168782, 0.84986216, 0.68643814, 0.83208716, 0.67812419, 0.83646673, 0.75651854, 0.84207016, 0.7377556, 0.83961558, 0.25959718, 0.81788719, 0.746934, 0.72578436]"
wgEncodeAwgTfbsHaibGm12878Nficsc81335V0422111UniPk,"[0.26552871, 0.86986792, 0.97556162, 0.78928316, 0.84084022, 0.92522562, 0.76025152, 0.77456576, 0.67834938, 0.82682693, 1.0063862, 0.79632139, 0.22384022, 0.75157458, 0.72281706, 0.60225588]"
wgEncodeAwgTfbsHaibGm12878NrsfPcr1xUniPk,"[0.93487036, 0.8157708, 0.67400062, 0.86900812, 0.87571228, 0.92642272, 0.57878131, 0.56370759, 0.94219887, 0.80610937, 0.66718256, 0.92694646, 1.033133, 0.87671691, 0.94677389, 0.97339582]"
wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk,"[0.93691278, 1.1299093, 0.63653213, 0.85738558, 1.0033606, 0.83821481, 0.79044187, 0.96469533, 0.80820787, 0.92149574, 0.98397183, 1.0754105, 0.97539985, 1.1517965, 0.6658808, 0.97187227]"
wgEncodeAwgTfbsHaibGm12878Pax5n19Pcr1xUniPk,"[0.94804692, 0.87896371, 0.97159219, 0.75272256, 1.2503314, 0.66677773, 0.89956582, 1.0680488, 0.96403933, 0.71654403, 1.1409714, 0.84949976, 1.0144792, 0.98571807, 1.0589509, 0.75825316]"
wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk,"[1.056268, 0.77882367, 0.96945524, 0.74621791, 1.0362109, 0.97139341, 0.35745841, 0.8411445, 0.97202772, 0.6946907, 0.31902835, 0.86660135, 0.81351548, 0.91599655, 0.85434663, 0.74079978]"
wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk,"[0.99370819, 0.82115483, 0.40768906, 1.0341153, 0.78347838, 1.0706295, 0.77709597, 0.93212843, 0.87966698, 0.77068788, 1.0864906, 0.99860293, 0.34844178, 1.2007118, 0.37807453, 0.76333666]"
